"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
art_bmi,oiart_follow_ups,,calc,"<span style=""color: green;""><strong>ART-4.1</strong></span> BMI",(100*100*[art_weight])/([art_height]*[art_height]),,,,,,"[art_access] = 'Y'",,,,,,
art_bp,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-4.2a</strong></span> Was Blood Pressure measured?",,,,,,,"[art_access] = 'Y'",y,,,,,
art_systolic,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-4.2b</strong></span> BP systolic",,,integer,0,,,"[art_bp] = '1'",y,,,,,
art_diastolic,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-4.2c</strong></span> BP diastolic",,,integer,0,,,"[art_bp] = '1'",y,,,,,
art_bp_nd,oiart_follow_ups,,notes,"<span style=""color: green;""><strong>ART-4.2a</strong></span> Why Was Blood Pressure not measured?",,,,,,,"[art_bp] = '0'",y,,,,,
art_preg_lact,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-5</strong></span> What is the Pregnancy and or Breast feeding status?","P, Pregnant | EBF, Exclusive Breast Feeding | EFF, Exclusive Formula Feeding | MF, Mixed Feeding (below 6 months) | BFCF, Breast Feeding and Complementary Feeding | SBF, Stopped Breast Feeding | NPL, Neither Preganant Nor Lactating (for women) | NA, Not Applicable (for men and minors)",,,,,,"[art_access] = 'Y'",y,,,,,
art_family_planning,oiart_follow_ups,,checkbox,"<span style=""color: green;""><strong>ART-6</strong></span> Family planning status","A, Abstinence | O, Not using | P, Pills | J, Injections (e.g Using depo) | M, Implants | Z, Sterilization | C, Condom | T, Traditional/Withdrawal | L, IUD | D, Dual Method",,,,,,"[art_access] = 'Y'",y,,,,,
art_functional_status,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-7</strong></span> Functional status","W, Work/School | A, Ambulatory | B, Bedridden",,,,,,"[art_access] = 'Y'",y,,,,,
art_who_stage,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-8</strong></span> Who clinical stage","1, Stage 1 | 2, Stage 2 | 3, Stage 3 | 4, Stage 4",,,,,,"[art_access] = 'Y'",y,,,,,
art_tb_screening,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-9</strong></span> Was TB screening done?",,,,,,,"[art_access] = 'Y'",y,,,,,
art_tb_screening_result,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-9a</strong></span> TB Screening results","Y, Screened and has no signs | S, Presumptive - if there are signs | ON, On TB Treatment | N, TB Status not assessed",,,,,,"[art_tb_screening] = '1'",y,,,,,
art_tb_screening_nd,oiart_follow_ups,,notes,"<span style=""color: green;""><strong>ART-9aii</strong></span> Why was the TB screening not done?",,,,,,,"[art_tb_screening] = '0'",y,,,,,
art_tb_investigations,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-9a1</strong></span>  Were TB Investigations done for this client?",,,,,,,"[art_access] = 'Y'",y,,,,,
art_tb_inv_type,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-9a2</strong></span> TB Investigations","1, Xpert MTB/Rif | 2, Ultra Lf-LAM | 3, TST (Children)",,,,,,"[art_tb_investigations] = '1'",y,,,,,
art_tb_inv_result,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-9b</strong></span> TB Investigation Results","1, Active TB but not started on TB Treatment | 2, Active TB and started on TB Treatment | 3, Has no active TB",,,,,,"[art_tb_inv_type] = '1' or [art_tb_inv_type] = '2' or [art_tb_inv_type] = '3'",y,,,,,
art_tb_inv_nd,oiart_follow_ups,,notes,"<span style=""color: green;""><strong>ART-9bii</strong></span> Why was TB Investigations not done?",,,,,,,"[art_tb_investigations] = '0'",y,,,,,
art_opp_infections,oiart_follow_ups,,checkbox,"<span style=""color: green;""><strong>ART-10</strong></span> Opportunistic infections and other problems?","Z, Zoster | P, Pneumonia | D, Dementia or Encephalitis | T, Thrush (Oral or Vaginal) | U, Ulcers (mouth, genital etc) | I, IRIS | W, Weight Loss | To, Toxoplamosis | STI, Sexual Transmitted Infection | H, Hypertension | Cx, Cancer | DM, Diabetes Screened | HBV, Hepatitis B | HCV, Hepatitis C | O, Other","Tick all that apply",,,,,"[art_access] = 'Y'",y,,,,,
art_hypertension_status,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-10a1 </strong></span> What is the status (Hypertension)","1, Diagonised | 2, Managed",,,,,,"[art_opp_infections(H)] = '1'",y,,,,,
art_dm_status,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-10a2</strong></span> What is the status (Diabetes screened)","D1, Screened | T1D, Diabetes Type I | T2D, Diabetes Type II | D3, Managed for Diabetes",,,,,,"[art_opp_infections(DM)] = '1'",y,,,,,
art_hbv_status,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-10a3</strong></span> HBV status","1, Tested | 2, Positive | 3, On a TDF based regimen",,,,,,"[art_opp_infections(HBV)] = '1'",y,,,,,
art_hcv_status,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-10a3</strong></span> HCV status","1, Tested | 2, Positive | 3, Treated | 4, Cured",,,,,,"[art_opp_infections(HCV)] = '1'",y,,,,,
art_infections_other,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-10a3</strong></span> Specify other (Infections)",,,,,,,"[art_opp_infections(O)] = '1'",y,,,,,
art_mental_disorders,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-10.1</strong></span> Was the client screened for Mental Health Disorders? ",,,,,,,"[art_access] = 'Y'",y,,,,,
art_mental_result,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-10.1b</strong></span> What was the result?","ND, No Mental Health Disorders | D, Depression | A, Anxiety | SA, Substance Misuse | O, Other",,,,,,"[art_mental_disorders] = '1'",y,,,,,
art_mental_management,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-10.1c</strong></span> Mental health management","R, Referred | Rx, Treated | NT, Not Treated | NA, Not Applicable",,,,,,"[art_mental_disorders] = '1'",y,,,,,
art_contrimoxazole,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-11</strong></span> Is client on Cotrimoxazole?
",,,,,,,"[art_access] = 'Y'",y,,,,,
art_cotri_type,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-11a1</strong></span>  Cotrimoxazole type","1, Tablets | 2, Liquid",,,,,,"[art_contrimoxazole] = '1'",y,,,,,
art_mental_register,oiart_follow_ups,,descriptive,"<span style=""color: red;""><strong>Refer patient to Mental Health Register</strong></span>",,,,,,,"[art_mental_result] = 'D' or [art_mental_result] = 'SA' or [art_mental_result] = 'A' or [art_mental_result] = 'O'",,,,,,
art_cotro_quantity,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-11a2</strong></span> Quantity dispensed (Cotrimoxazole)",,"number of tablets or ml if liquid",integer,0,,,"[art_cotri_type] = '1' or [art_cotri_type] = '2'",y,,,,,
art_cotri_adherence,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-11a3</strong></span> Adherence",,"give as a percentage (%)",number,,,,"[art_cotri_type] = '1' or [art_cotri_type] = '2'",,,,,,
art_tpt,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-12</strong></span> Is client eligible for Tuberculosis Preventive Therapy?",,,,,,,"[art_access] = 'Y'",y,,,,,
art_tpt_ineligible,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-12a</strong></span> Why are they not eligible?","TB, Active TB Disease | ON, On TB Treatment | AL, Active liver disease | AA, Heavy alcohol abuse | CPT, Completed IPT in the past 3 years | DDI, Drug to drug inteructions",,,,,,"[art_tpt] = '0'",y,,,,,
art_tpt_status,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-12b</strong></span> What is the client TPT status?","AT, AT Active TB Disease | II, INH Initiated | 3I, 3HP Initiated | CT, Continue INH | TC, INH Completed | IAT, INH Stopped due to client developing Active TB Disease | PB, Client became pregnant and changed from 3HP to INH | RI, Restart INH | R3, Restart 3HP | TNI, TPT Not Initiated due to available regimens | PN, INH Stopped due to Peripheral Neuropathy | PP, Patient refused INH",,,,,,"[art_tpt] = '1'",y,,,,,
art_tpt_type,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-12b1</strong></span> TPT type","1, Tablets | 2, Liquid",,,,,,"[art_tpt] = '1'",y,,,,,
art_tpt_med_quantity,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-12b2</strong></span> Quantity dispensed (TPT Medication)",,"number of tablets or ml if liquid",integer,0,,,"[art_tpt_type] = '1' or [art_tpt_type] = '2'",y,,,,,
art_tpt_med_adherence,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-12b3</strong></span> Adherence (TPT Medication)",,"number of tablets or ml if liquid",integer,0,,,"[art_tpt_type] = '1' or [art_tpt_type] = '2'",y,,,,,
art_crypro,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-13</strong></span> Was the client screened for Cryptococcal?",,,,,,,"[art_access] = 'Y'",y,,,,,
art_crypto_result,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-13a</strong></span> Cryptococcal serum CrAg Test results","P, Positive | N, Negative | NA, Not Assessed",,,,,,"[art_crypro] = '1'",y,,,,,
art_crypto_nd,oiart_follow_ups,,notes,"<span style=""color: green;""><strong>ART-13a2</strong></span> Why was the client not screened for cryptococcal?",,,,,,,"[art_crypro] = '0'",y,,,,,
art_crypto_investigation,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-13b</strong></span> Was cryptococcal (CSF) investigation done?",,,,,,,"[art_access] = 'Y'",y,,,,,
art_csf_inv_result,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-13b1</strong></span> What were the CSF investigation results?","P, Positive | N, Negative",,,,,,"[art_crypto_investigation] = '1'",y,,,,,
art_crypto_pre_results,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-13c</strong></span> What were the Pre-emptive Treatment results? (Cryptococcal)",,,,,,,"[art_crypto_investigation] = '1'",y,,,,,
art_meningitis_treatment,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-13d</strong></span> Cryptococcal meningitis treatment","1, Liposomal Amphotercin B, Flucytosine plus Fluconazole | 2, Liposomal Amphotercin B, Flucytosine | 3, Flucytosine plus Fluconazole | 4, Other",,,,,,"[art_crypto_pre_results] = '1'",y,,,,,
art_crypto_treat_oth,oiart_follow_ups,,notes,"<span style=""color: green;""><strong>ART-13di</strong></span> Other treatments (cryptococcal status)",,,,,,,"[art_access] = 'Y'",y,,,,,
art_arv_status,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-14a</strong></span> ARV Status","1, No ARV | 2, Start ARV | 3, Continue | 4, Change | 5, Stop | 6, Restart",,,,,,"[art_access] = 'Y'",y,,,,,
art_arv_category,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-14b</strong></span> ARV Initiation Category","1, Newly Initiated Art (N1) | 2, Re-initiated < 3 months after stopping ART (N2.1) | 3, Re-initiated 3 to 5 months after stopping ART (N2.2) | 4, Re-initiated 6+ months after stopping ART (N2.3) | 5, Re-engagement < 3 months after Lost To Follow Up (N3.1) | 6, Re-engagement 3 to 5 months after Lost To Follow Up (N3.2) | 7, Re-engagement 6 months + after Lost To Follow Up (N3.3) | 8, Transfer in or ART from private sector or diaspora (N4)",,,,,,"[art_arv_status] = '2' or [art_arv_status] = '3' or [art_arv_status] = '4' or [art_arv_status] = '5' or [art_arv_status] = '6'",y,,,,,
art_adverse_status,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-15</strong></span> Adverse Events Status","1, INH1 - minor adverse events reported on INH (a) | 2, INH2 - stopping INH due to adverse events (b) | 3, 3HP1 - minor adverse events reported on 3HP (C1) | 4, 3HP1 - stopping 3HP1 due to adverse events (C2) | 5, CTX1 - minor adverse event reported on CTX  (c) | 6, CTX2 - stopping CTX due to adverse events (d) | 7, Diflucan 1 - minor adverse events reported on Diflucan (e) | 8, Diflucan 2 - stopping Diflucan due to adverse events (f) | 9, ART 1st Line 1 - minor adverse events reported on 1st Line ART (g) | 10, ART 1st Line 2 - stopping 1st line ART due to adverse events (h) | 11, ART 2nd regimen1 - minor adverse events reported on 2-line ART (i) | 12, ART 2nd regimen2 - stopping 2nd-line ART due to adverse events (j) | 13, ART 3rd regimen1 - minor adverse events reported on third line ART (k) | 14, ART 3rd regimen2 - stopping Third line ART due to adverse events (l)",,,,,,"[art_access] = 'Y'",y,,,,,
art_arv_no_reason,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-16</strong></span> What are the reasons for not being on ARV","1, Not psychologically ready (11) | 2, No ARVs available (13) | 3, Not willing (14) | 4, On initial 2 weeks if TB Treatment (15) | 5, Awaits lab results (16) | 6, Has OI and too sick to start (17) | 7, No start other (18) | 8, On Initial 4 weeks of Cryptococcal Meningitis Treatment (19)",,,,,,"[art_arv_status] = '1'",y,,,,,
art_arv_start_reason,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-16aii</strong></span> Reasons for Start ARV","1, Treat all (215) | 2, Pregnant women (216) | 3, Lactating women (217) | 4, Other (218)",,,,,,"[art_arv_status] = '2'",y,,,,,
art_arv_stop_reasons,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-16b</strong></span><span style=""color: green;""> Reasons for stopping or changing ARV","1, Start TB Rx (401) | 2, Nausea or Vomiting (402) | 3, Diarrhoea (403) | 4, Headache (404) | 5, Fever (405) | 6, Rash (406) | 7, Peropheral Neuropathy (407) | 8, Hepatitis (408) | 9, Jaundice (409) | 10, Dementia (410) | 11, Anemia (411) | 13, CNS Adverse (413) | 14, Other Adverse event (414) | 15, Treatment Failure, clinical (415) | 16, Treatment Failure, immunological (416) | 17, Poor Adherence (417) | 18, Patient Decision (418) | 19, Stock out (421) | 20, Other reason (422) | 21, Virological failure (424) | 22, Weight gain > 10% (425) | 23, Treatment optimization (427)",,,,,,"[art_access] = 'Y'",y,,,,,
art_arv_stopadv_oth,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-16bi</strong></span> What other adverse event? (ARV change/Stop)",,,,,,,"[art_arv_stop_reasons] = '14'",y,,,,,
art_arv_stop_oth,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-16bii</strong></span> What other reason (Start/Stop ARV)",,,,,,,"[art_arv_stop_reasons] = '20'",y,,,,,
art_arv_regimen,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-17</strong></span> Which ARV regimen is client on?","1, Adult 1st Line ART Regimens | 2, Adult 2nd Line ART Regimens | 3, Adult 3rd Line ART Regimens | 4, Children 1st Line ART Regimens | 5, Children 2nd Line ART Regimens | 6, Children 3rd Line ART Regimens",,,,,,"[art_arv_status] = '2' and [art_arv_status] = '4' and [art_arv_status] = '3' and [art_arv_status] = '4' and [art_arv_status] = '5'",y,,,,,
art_arv_a1_combo,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-17ai</strong></span> Which Adult 1st Line ART regimen Combination is client on?","1, AZ + 3TC + NVP (1c) | 2, AZ + 3TC + EFV (1d) | 3, TDf + 3TC + NVP (1e) | 4, TDf + 3TC + EFV (1f) | 5, AZT + 3TC + EFV400 (1g) | 6, TDF + 3TC + EFV400 (1h) | 7, TDF + 3TC + DTG(TLD1) (1i) | 8, AZT + 3TC + DTG (1j) | 9, TDF + FTC + EFV400 (1k) | 10, TAF + FTC + EFV400 (1l) | 11, TDF + FTC +  ATC/r (1m) | 12, TDF + 3TC + ATC/r (1n) | 13, TDF + 3TC + ATV/r (1o) | 14, TDF + FTC + ATV/r (1p) | 15, TAF + 3TC + ATV/r (1q) | 16, ABC + 3TC + DTG (1r) | 17, Other",,,,,,"[art_arv_regimen] = '1'",y,,,,,
art_arv_a1reg_other,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-17ai2</strong></span> Please specify other (Adult 1st Line ART Regimen)",,,,,,,"[art_arv_a1_combo] = '17'",y,,,,,
art_arv_a2_combo,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-17aii</strong></span> Which Adult 2nd Line ART regimen Combination is client on?","1, AZT + 3TC + LPV/r (2a) | 2, TDF + 3TC + LVP/r (2b) | 3, ABC + DDI250 + LPV/r (2c) | 4, AZT + 3TC + ATV/r (2d) | 5, TDF + 3TC + ATV/r (2e) | 6, ABC +  DDI250 + ATV/r (2f) | 7, ABC + DDI400 + LPV/r (2g) | 8, AZT + DDI250 + LPV/r (2h) | 9, AZT + DDI400 + LPV/r (2i) | 10, ABC + DDI400 + ATV/r (2j) | 11, ABC + 3TC + DTG (2k) | 12, AZT + 3TC + DTG (2l) | 13, TDF + 3TC + DTG (TLD2) (2m) | 14, TAF + 3TC + DTG (2n) | 15, Other (2o)",,,,,,"[art_arv_regimen] = '2'",y,,,,,
art_arv_a2reg_other,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-17aii2</strong></span> Please specify other (Adult 2nd Line ART Regimen)",,,,,,,"[art_arv_a2_combo] = '15'",y,,,,,
art_arv_a3_combo,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-17aiii</strong></span> Which Adult 3rd Line ART regimen Combination is client on?","1, RAL/DRV/RTV (3a) | 2, Other (3b)",,,,,,"[art_arv_regimen] = '3'",y,,,,,
art_arv_a3reg_other,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-17aii3</strong></span> Please specify other (Adult 3rd Line ART Regimen)",,,,,,,"[art_arv_a3_combo] = '2'",y,,,,,
art_arv_c1_combo,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-17aiii</strong></span> Which Children 1st Line ART regimen Combination is client on?","1, AZT + 3TC + NVP (4c) | 2, AZT + 3TC + EFV (4d) | 3, AZT + 3TC + LVP/r (4e) | 4, ABC + DDI + LVP/r (4f) | 5, ABC + 3TC + LVP/r (4g) | 6, ABC + 3TC + EFV (4h) | 7, AZT + 3TC + RAL (4i) | 8, ABC + 3TC + DTG (4j) | 9, TDF + 3TC + DTG (4k) | 10, Other",,,,,,"[art_arv_regimen] = '3'",y,,,,,
art_arv_c1reg_other,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-17aiii3</strong></span> Please specify other (Child 1st Line ART Regimen)",,,,,,,"[art_arv_c1_combo] = '10'",y,,,,,
art_arv_c2_combo,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-17aiv</strong></span> Which Children 2nd Line ART regimen Combination is client on?","1, ABC + DDI + LPV/r (5a) | 2, ABC + 3TC + LPV/r (5b) | 3, AZT + 3TC + NPV (5c) | 4, ABC + DDI + LPV/r (5e) | 5, ABC + 3TC + NPV (5f) | 6, ABC + 3TC + DTG (5g) | 7, TDF + 3TC + ATV/r (5h) | 8, TDF + 3TC + DTG (5i) | 9, AZT + 3TC + DTG (5j) | 10, TDF + 3TC + LPV/r (5k) | 11, AZT + 3C + LPV/r (5l) | 12, Other (5m)",,,,,,"[art_arv_regimen] = '3'",y,,,,,
art_arv_c2reg_other,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-17aiv2</strong></span> Please specify other (Child 2nd Line ART Regimen)",,,,,,,"[art_arv_c2_combo] = '12'",y,,,,,
art_arv_c3_combo,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-17av</strong></span> Which Children 3rd Line ART regimen Combination is client on?","1, RAL/DRV/RTV  (6a) | 2, DTG + DRV + 2NRTIs (6b) | 3, Other (6c)",,,,,,"[art_arv_regimen] = '3'",y,,,,,
art_arv_c3reg_other,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-17av2</strong></span> Please specify other (Child 3rd Line ART Regimen)",,,,,,,"[art_arv_c3_combo] = '3'",y,,,,,
art_arv_medicine,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-18</strong></span> Did client receive ARV Medicine",,,,,,,"[art_access] = 'Y'",y,,,,,
art_arv_clinical,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-18a</strong></span> ARV Clinical Medicine (Duration prescribed)",,tablets/ml,,,,,"[art_arv_medicine] = '1'",y,,,,,
art_arv_adherence,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-18</strong></span> Adherence (%)",,"as a percentage",number,0,,,"[art_arv_medicine] = '1'",,,,,,
art_arv_pharmacy,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-18b</strong></span> Pharmacy ARV Medicine (Quantity Dispensed)",,tablets/ml,number,,,,"[art_arv_medicine] = '1'",,,,,,
art_viral_load,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-19a</strong></span> Were Viral Load samples collected?",,,,,,,"[art_access] = 'Y'",y,,,,,
art_vl_collect_date,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-19ai</strong></span> When were they collected? (VL Samples)",,,date_ymd,,,,"[art_viral_load] = '1'",y,,,,,
art_vl_detected,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-19c</strong></span> Were VL results detected?",,,,,,,"[art_viral_load] = '1'",y,,,,,
art_vl_nd,oiart_follow_ups,,notes,"<span style=""color: green;""><strong>ART-19a(ii)</strong></span> Why was Viral Load Test not done?",,,,,,,"[art_viral_load] = '0'",y,,,,,
art_vl_received_date,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-19b</strong></span> When were they received? (VL Samples)",,,date_ymd,,,,"[art_viral_load] = '1'",y,,,,,
art_vl_result,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-19d</strong></span> If so, what were the VL Results?",,copies/ml,number,,,,"[art_vl_detected] = '1'",y,,,,,
art_cerv_cancer,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-20</strong></span> Was Cervical Cancer Screening done?",,,,,,,"[art_access] = 'Y'",y,,,,,
art_cerv_cancer_type,oiart_follow_ups,,checkbox,"<span style=""color: green;""><strong>ART-20a</strong></span> Which Cervical Cancer Screening type was done?","1, HPV Test | 2, VIAC","Select all that apply",,,,,"[art_cerv_cancer] = '1'",y,,,,,
art_hpv_test_result,oiart_follow_ups,,checkbox,"<span style=""color: green;""><strong>ART-20.1a</strong></span> HPV Test Result","P, Positive | N, Negative",,,,,,"[art_cerv_cancer_type(1)] = '1'",y,,,,,
art_viac_result,oiart_follow_ups,,checkbox,"<span style=""color: green;""><strong>ART-20.1b</strong></span> VIAC Result","P, Positive | N, Negative",,,,,,"[art_cerv_cancer_type(2)] = '1'",y,,,,,
art_cerv_treatment,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-20.1c</strong></span> Was there any Cervical Cancer treatment administered?",,,,,,,"[art_cerv_cancer] = '1'",y,,,,,
art_cerv_treat_nd,oiart_follow_ups,,notes,"<span style=""color: green;""><strong>ART-20.1c2</strong></span> Why was ther not Cervical Treatment administered?",,,,,,,"[art_cerv_treatment] = '0'",y,,,,,
art_cerv_treatment_type,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-20.1c1</strong></span> Was there any Cervical Cancer treatment administered?","1, VIAC Pos, Cryotherapy Done (VC) | 2, VIAC Pos, Thermal Ablation Done (VT) | 3, VIAC Pos, Leep Done (VL) | 4, Suspected Cancer (SC) | 5, Hysterectomy (H) | 6, Refer for Further clinical investigation (If HPV Neg, But VIAC Pos)",,,,,,"[art_cerv_treatment] = '1'",y,,,,,
art_cd4,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-21</strong></span> Was CD4 Count done?",,,,,,,"[art_access] = 'Y'",y,,,,,
art_cd4_result,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-21b</strong></span> What was the CD4 count result?",,,number,0,,,"[art_cd4] = '1'",y,,,,,
art_cd4_nd,oiart_follow_ups,,notes,"<span style=""color: green;""><strong>ART-21b(i)</strong></span> Why was CD4 Count not done?",,,,,,,"[art_cd4] = '0'",y,,,,,
art_cd4_date,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-21c</strong></span> When was the cd4 count test done?",,,date_ymd,,,,"[art_cd4] = '1'",y,,,,,
art_cd4_perc,oiart_follow_ups,,yesno,"<span style=""color: green;""><strong>ART-21d</strong></span> Was CD4 % done?",,,,,,,"[art_access] = 'Y'",y,,,,,
art_cd4_perc_result,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-21e</strong></span> What was the CD4 % result?",,%,number,0,,,"[art_cd4_perc] = '1'",y,,,,,
art_cd4_perc_date,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-21f</strong></span> When was the cd4 % test done?",,,date_ymd,,,,"[art_cd4_perc] = '1'",y,,,,,
art_next_review_date,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-22</strong></span> When is the next ART review date?",,,date_ymd,,,,"[art_access] = 'Y'",y,,,,,
art_visit_status,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-23</strong></span> What was the Visit Status (ART)","1, Earlier than review date (E) | 2, On Time (OT) | 3, Late but not defaulter (L) | 4, Default < 28 days",,,,,,"[art_access] = 'Y'",y,,,,,
art_final_outcome,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-24</strong></span> Final Outcome (ART)","1, Active on treatment (Tx) | 2, One or Two missing appointments (MISS) | 3, Lost to Follow Up (LTFU) | 4, Transfer Out (TO) | 5, Patient Died | 6, Patient Opted Out (OO) | 7, Other (O)",,,,,,"[art_access] = 'Y'",y,,,,,
art_final_outcome_oth,oiart_follow_ups,,notes,"<span style=""color: green;""><strong>ART-24b</strong></span> Specify Other (Art Final Outcome)",,,,,,,"[art_final_outcome] = '7'",y,,,,,
art_clinician_name,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-25</strong></span> Name of Clinician (ART)",,initials,,,,,,,,,,,
